Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [214] EvaluateWeightings::getPieceSets(int) [1057] std::allocator<SimplePieceInfo>::allocator() [1357] std::vector<std::vector<BlockType, std::allocator<BlockType> >, std::allocator<std::vector<BlockType, std::allocator<BlockType> > > >::~vector()
 [335] PositionPieceGetter::getStartingPosition(BlockType) [1058] std::allocator<SimplePieceInfo>::~allocator() [295] void std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_range_initialize<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const*, std::forward_iterator_tag)
  [33] Move::Move(Move const&) [1287] std::allocator<Move>::allocator(std::allocator<Move> const&) [296] std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::vector(std::initializer_list<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&)
 [138] Move::Move(std::vector<Coord, std::allocator<Coord> > const&) [1288] std::allocator<Move>::allocator() [266] std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::vector(std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > const&)
 [509] Move::Move()         [1182] std::allocator<Move>::~allocator() [302] std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::~vector()
  [57] Move::~Move()         [504] std::allocator<Coord>::allocator(std::allocator<Coord> const&) [598] std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::operator[](unsigned long)
 [219] Move::operator=(Move&&) [494] std::allocator<Coord>::allocator() [309] void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_range_initialize<std::vector<int, std::allocator<int> > const*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::forward_iterator_tag)
 [222] Move::operator=(Move const&) [452] std::allocator<Coord>::~allocator() [310] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::initializer_list<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > const&)
 [637] Move::operator+=(Coord) [1118] std::allocator<BlockType>::allocator(std::allocator<BlockType> const&) [47] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  [21] Coord::Coord(int, int) [871] std::allocator<BlockType>::allocator() [129] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()
 [557] Coord::operator-=(Coord const&) [1119] std::allocator<BlockType>::~allocator() [414] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long)
 [510] Coord::operator+=(Coord const&) [775] std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> >::allocator() [385] std::pair<double, std::vector<double, std::allocator<double> > >& std::vector<std::pair<double, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > > >::emplace_back<std::pair<double, std::vector<double, std::allocator<double> > > >(std::pair<double, std::vector<double, std::allocator<double> > >&&)
  [14] BitBoard::applyPieceInfo(BitPieceInfo const&) [776] std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> >::~allocator() [386] void std::vector<std::pair<double, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > > >::_M_realloc_insert<std::pair<double, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<std::pair<double, std::vector<double, std::allocator<double> > >*, std::vector<std::pair<double, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > > > >, std::pair<double, std::vector<double, std::allocator<double> > >&&)
  [11] BitBoard::BitBoard() [1289] std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> >::allocator() [1214] std::vector<std::pair<double, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > > >::end()
 [1245] void __gnu_cxx::new_allocator<GetNextMove>::destroy<GetNextMove>(GetNextMove*) [1290] std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> >::~allocator() [1358] std::vector<std::pair<double, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > > >::back()
 [380] void __gnu_cxx::new_allocator<GetNextMove>::construct<GetNextMove>(GetNextMove*) [1291] std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >::allocator(std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> > const&) [1359] std::vector<std::pair<double, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > > >::begin()
 [1155] __gnu_cxx::new_allocator<GetNextMove>::new_allocator(__gnu_cxx::new_allocator<GetNextMove> const&) [1292] std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >::allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >(std::allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > > const&) [387] std::vector<std::pair<double, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > > >::push_back(std::pair<double, std::vector<double, std::allocator<double> > >&&)
 [1246] __gnu_cxx::new_allocator<GetNextMove>::new_allocator() [1183] std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >::~allocator() [1360] std::vector<std::pair<double, std::vector<double, std::allocator<double> > >, std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > > >::vector()
 [1138] __gnu_cxx::new_allocator<GetNextMove>::~new_allocator() [1059] std::allocator<std::__detail::_Hash_node<int, false> >::allocator() [1361] std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&)
 [801] __gnu_cxx::new_allocator<BitPieceInfo>::deallocate(BitPieceInfo*, unsigned long) [1060] std::allocator<std::__detail::_Hash_node<int, false> >::~allocator() [1215] std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&)
 [470] void __gnu_cxx::new_allocator<BitPieceInfo>::destroy<BitPieceInfo>(BitPieceInfo*) [954] std::allocator<SimplePieceInfo*>::allocator<SimplePieceInfo>(std::allocator<SimplePieceInfo> const&) [1216] std::vector<double, std::allocator<double> >::~vector()
 [802] __gnu_cxx::new_allocator<BitPieceInfo>::allocate(unsigned long, void const*) [955] std::allocator<SimplePieceInfo*>::~allocator() [337] int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&)
  [84] void __gnu_cxx::new_allocator<BitPieceInfo>::construct<BitPieceInfo, BitPieceInfo const&>(BitPieceInfo*, BitPieceInfo const&) [168] std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<BitPieceInfo, true> >(std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > const&) [345] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)
 [803] __gnu_cxx::new_allocator<BitPieceInfo>::new_allocator(__gnu_cxx::new_allocator<BitPieceInfo> const&) [332] std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> >(std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > const&) [892] void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag)
 [436] __gnu_cxx::new_allocator<BitPieceInfo>::new_allocator() [354] std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> > const&) [1362] std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long)
 [434] __gnu_cxx::new_allocator<BitPieceInfo>::~new_allocator() [281] std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<int, false> >(std::allocator<std::__detail::_Hash_node<int, false> > const&) [868] std::vector<int, std::allocator<int> >::end()
 [957] __gnu_cxx::new_allocator<MoveDirection>::new_allocator() [161] std::allocator<std::__detail::_Hash_node_base*>::~allocator() [881] std::vector<int, std::allocator<int> >::back()
 [958] __gnu_cxx::new_allocator<MoveDirection>::~new_allocator() [1184] std::allocator<std::_Sp_counted_ptr_inplace<GetNextMove, std::allocator<GetNextMove>, (__gnu_cxx::_Lock_policy)2> >::allocator<GetNextMove>(std::allocator<GetNextMove> const&) [1035] std::vector<int, std::allocator<int> >::begin()
 [990] __gnu_cxx::new_allocator<RotateDirection>::allocate(unsigned long, void const*) [1185] std::allocator<std::_Sp_counted_ptr_inplace<GetNextMove, std::allocator<GetNextMove>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [338] std::vector<int, std::allocator<int> >::push_back(int&&)
 [991] __gnu_cxx::new_allocator<RotateDirection>::new_allocator(__gnu_cxx::new_allocator<RotateDirection> const&) [681] std::allocator<std::pair<Move const, int> >::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> >(std::allocator<std::__detail::_Hash_node<std::pair<Move const, int>, true> > const&) [893] std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&)
 [992] __gnu_cxx::new_allocator<RotateDirection>::new_allocator() [682] std::allocator<std::pair<Move const, int> >::~allocator() [1363] std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
 [993] __gnu_cxx::new_allocator<RotateDirection>::~new_allocator() [1293] std::allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >::allocator() [69] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
 [842] __gnu_cxx::new_allocator<SimplePieceInfo>::deallocate(SimplePieceInfo*, unsigned long) [983] std::allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> >(std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> > const&) [1364] std::vector<int, std::allocator<int> >::vector()
 [238] void __gnu_cxx::new_allocator<SimplePieceInfo>::destroy<SimplePieceInfo>(SimplePieceInfo*) [976] std::allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >::~allocator() [126] std::vector<int, std::allocator<int> >::~vector()
 [843] __gnu_cxx::new_allocator<SimplePieceInfo>::allocate(unsigned long, void const*) [1294] std::allocator<std::pair<double, std::vector<double, std::allocator<double> > > >::allocator() [453] std::vector<int, std::allocator<int> >::operator[](unsigned long)
 [189] void __gnu_cxx::new_allocator<SimplePieceInfo>::construct<SimplePieceInfo, SimplePieceInfo const&>(SimplePieceInfo*, SimplePieceInfo const&) [1295] std::allocator<std::vector<BlockType, std::allocator<BlockType> > >::allocator(std::allocator<std::vector<BlockType, std::allocator<BlockType> > > const&) [631] bool std::__equal<false>::equal<Coord const*, Coord const*>(Coord const*, Coord const*, Coord const*)
 [1044] __gnu_cxx::new_allocator<SimplePieceInfo>::new_allocator() [1296] std::allocator<std::vector<BlockType, std::allocator<BlockType> > >::allocator() [479] std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<BitPieceInfo, true> > >&)
 [1045] __gnu_cxx::new_allocator<SimplePieceInfo>::~new_allocator() [1186] std::allocator<std::vector<BlockType, std::allocator<BlockType> > >::~allocator() [1087] std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false> > >&)
 [1247] __gnu_cxx::new_allocator<Move>::deallocate(Move*, unsigned long) [918] std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::allocator(std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [748] std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >&)
 [1248] __gnu_cxx::new_allocator<Move>::allocate(unsigned long, void const*) [1061] std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::allocator() [156] std::__detail::_Hash_node<BitPieceInfo, true>::_Hash_node()
 [1249] __gnu_cxx::new_allocator<Move>::new_allocator(__gnu_cxx::new_allocator<Move> const&) [915] std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::~allocator() [726] std::__detail::_Hash_node<std::pair<Move const, int>, true>::_Hash_node()
 [1250] __gnu_cxx::new_allocator<Move>::new_allocator() [548] std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [1088] std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false>::_Hash_node()
 [1165] __gnu_cxx::new_allocator<Move>::~new_allocator() [931] std::allocator<std::vector<int, std::allocator<int> > >::allocator() [749] std::__detail::_Hash_node<int, false>::_Hash_node()
 [124] __gnu_cxx::new_allocator<Coord>::deallocate(Coord*, unsigned long) [545] std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [480] std::__detail::_Insert_base<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_conjure_hashtable()
 [114] __gnu_cxx::new_allocator<Coord>::allocate(unsigned long, void const*) [1135] std::allocator<double>::allocator(std::allocator<double> const&) [26] std::__detail::_Insert_base<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::insert(BitPieceInfo const&)
 [205] void __gnu_cxx::new_allocator<Coord>::construct<Coord, Coord>(Coord*, Coord&&) [1149] std::allocator<double>::~allocator() [1089] std::__detail::_Insert_base<BlockType, std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >, std::__detail::_Select1st, std::equal_to<BlockType>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_conjure_hashtable()
 [503] __gnu_cxx::new_allocator<Coord>::new_allocator(__gnu_cxx::new_allocator<Coord> const&) [487] std::allocator<int>::allocator(std::allocator<int> const&) [287] std::__detail::_Insert_base<BlockType, std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::allocator<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > >, std::__detail::_Select1st, std::equal_to<BlockType>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::insert(std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const&)
 [493] __gnu_cxx::new_allocator<Coord>::new_allocator() [887] std::allocator<int>::allocator() [750] std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_conjure_hashtable()
 [451] __gnu_cxx::new_allocator<Coord>::~new_allocator() [688] std::allocator<int>::allocator<std::__detail::_Hash_node<int, false> >(std::allocator<std::__detail::_Hash_node<int, false> > const&) [249] std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(int const&)
 [832] __gnu_cxx::new_allocator<BlockType>::deallocate(BlockType*, unsigned long) [483] std::allocator<int>::~allocator() [177] std::__detail::_Equal_helper<BitPieceInfo, BitPieceInfo, std::__detail::_Identity, std::equal_to<BitPieceInfo>, unsigned long, true>::_S_equals(std::equal_to<BitPieceInfo> const&, std::__detail::_Identity const&, BitPieceInfo const&, unsigned long, std::__detail::_Hash_node<BitPieceInfo, true>*)
 [788] __gnu_cxx::new_allocator<BlockType>::allocate(unsigned long, void const*) [53] std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [606] std::__detail::_Equal_helper<Move, std::pair<Move const, int>, std::__detail::_Select1st, std::equal_to<Move>, unsigned long, true>::_S_equals(std::equal_to<Move> const&, std::__detail::_Select1st const&, Move const&, unsigned long, std::__detail::_Hash_node<std::pair<Move const, int>, true>*)
 [215] void __gnu_cxx::new_allocator<BlockType>::construct<BlockType, BlockType const&>(BlockType*, BlockType const&) [145] std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_allocate_buckets(unsigned long) [599] std::__detail::_Equal_helper<BlockType, std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, std::__detail::_Select1st, std::equal_to<BlockType>, unsigned long, false>::_S_equals(std::equal_to<BlockType> const&, std::__detail::_Select1st const&, BlockType const&, unsigned long, std::__detail::_Hash_node<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > >, false>*)
 [1110] __gnu_cxx::new_allocator<BlockType>::new_allocator(__gnu_cxx::new_allocator<BlockType> const&) [143] std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [668] std::__detail::_Equal_helper<int, int, std::__detail::_Identity, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Identity const&, int const&, unsigned long, std::__detail::_Hash_node<int, false>*)
 [870] __gnu_cxx::new_allocator<BlockType>::new_allocator() [144] std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_deallocate_buckets() [1365] std::iterator_traits<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const*>::difference_type std::__detail::__distance_fw<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const*>(std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const*, std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const*)
 [1111] __gnu_cxx::new_allocator<BlockType>::~new_allocator() [46] std::_Hashtable<BitPieceInfo, BitPieceInfo, std::allocator<BitPieceInfo>, std::__detail::_Identity, std::equal_to<BitPieceInfo>, std::hash<BitPieceInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<BitPieceInfo, true>*) [1366] std::iterator_traits<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const*>::difference_type std::__detail::__distance_fw<std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const*>(std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const*, std::pair<BlockType const, std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > > > const*, std::forward_iterator_tag)
